,body,character,glider,tire,Speed Ground,Speed Water,Speed Air,Speed Anti-Gravity,Acceleration,Weight,Handling Ground,Handling Water,Handling Air,Handling Anti-Gravity,Traction,MiniTurbo,Invincibility
4497,6,1,2,4,2.25,2.5,2.5,3.0,3.5,2.5,4.0,4.0,4.5,4.5,5.0,4.5,4.0
4498,6,1,2,5,1.75,2.75,3.0,2.5,4.5,1.5,5.0,4.75,5.25,5.5,4.25,5.25,3.0
4499,6,1,2,6,2.5,2.5,2.75,3.5,3.5,2.0,5.0,4.75,5.25,5.25,3.5,4.5,4.0
4500,6,1,2,7,2.75,2.0,2.25,3.5,3.25,2.25,4.5,3.75,4.5,5.0,3.25,4.0,4.0
4501,6,1,2,8,2.75,2.75,2.75,2.75,3.0,2.5,4.5,4.25,4.25,4.75,3.75,4.0,4.25
4502,6,1,2,9,2.75,2.75,2.75,2.75,3.0,2.5,4.5,4.25,4.25,4.75,3.75,4.0,4.0
4503,6,1,2,10,2.0,2.5,2.75,3.0,4.25,1.5,4.75,4.5,4.75,5.5,4.0,5.0,3.5
4504,6,1,2,11,2.5,3.0,2.5,3.0,3.75,2.25,4.25,4.0,4.75,5.0,4.75,4.25,4.5
4505,6,1,2,12,2.5,3.0,2.5,3.0,3.75,2.25,4.25,4.0,4.75,5.0,4.75,4.25,4.25
4506,6,1,2,13,2.0,2.25,3.25,2.75,4.0,1.75,4.5,4.0,5.0,5.0,4.75,5.0,3.75
4507,6,1,2,14,2.0,2.25,3.25,2.75,4.0,1.75,4.5,4.0,5.0,5.0,4.75,5.0,4.25
4508,6,1,3,1,2.5,2.5,3.25,3.0,3.75,2.5,4.75,4.75,4.75,5.0,4.25,4.5,4.0
4509,6,1,3,2,2.5,2.5,3.25,3.0,3.75,2.5,4.75,4.75,4.75,5.0,4.25,4.5,4.25
4510,6,1,3,3,2.5,2.25,2.75,3.0,3.25,3.0,4.0,4.25,4.25,4.25,4.75,4.25,4.5
4511,6,1,3,4,2.5,2.25,2.75,3.0,3.25,3.0,4.0,4.25,4.25,4.25,4.75,4.25,4.25
4512,6,1,3,5,2.0,2.5,3.25,2.5,4.25,2.0,5.0,5.0,5.0,5.25,4.0,5.0,3.25
4513,6,1,3,6,2.75,2.25,3.0,3.5,3.25,2.5,5.0,5.0,5.0,5.0,3.25,4.25,4.25
4514,6,1,3,7,3.0,1.75,2.5,3.5,3.0,2.75,4.5,4.0,4.25,4.75,3.0,3.75,4.25
4515,6,1,3,8,3.0,2.5,3.0,2.75,2.75,3.0,4.5,4.5,4.0,4.5,3.5,3.75,4.5
4516,6,1,3,9,3.0,2.5,3.0,2.75,2.75,3.0,4.5,4.5,4.0,4.5,3.5,3.75,4.25
4517,6,1,3,10,2.25,2.25,3.0,3.0,4.0,2.0,4.75,4.75,4.5,5.25,3.75,4.75,3.75
4518,6,1,3,11,2.75,2.75,2.75,3.0,3.5,2.75,4.25,4.25,4.5,4.75,4.5,4.0,4.75
4519,6,1,3,12,2.75,2.75,2.75,3.0,3.5,2.75,4.25,4.25,4.5,4.75,4.5,4.0,4.5
4520,6,1,3,13,2.25,2.0,3.5,2.75,3.75,2.25,4.5,4.25,4.75,4.75,4.5,4.75,4.0
4521,6,1,3,14,2.25,2.0,3.5,2.75,3.75,2.25,4.5,4.25,4.75,4.75,4.5,4.75,4.5
4522,6,1,4,1,2.25,2.5,3.0,3.0,4.0,2.25,4.75,4.75,5.0,5.0,4.25,4.75,3.75
4523,6,1,4,2,2.25,2.5,3.0,3.0,4.0,2.25,4.75,4.75,5.0,5.0,4.25,4.75,4.0
4524,6,1,4,3,2.25,2.25,2.5,3.0,3.5,2.75,4.0,4.25,4.5,4.25,4.75,4.5,4.25
4525,6,1,4,4,2.25,2.25,2.5,3.0,3.5,2.75,4.0,4.25,4.5,4.25,4.75,4.5,4.0
4526,6,1,4,5,1.75,2.5,3.0,2.5,4.5,1.75,5.0,5.0,5.25,5.25,4.0,5.25,3.0
4527,6,1,4,6,2.5,2.25,2.75,3.5,3.5,2.25,5.0,5.0,5.25,5.0,3.25,4.5,4.0
4528,6,1,4,7,2.75,1.75,2.25,3.5,3.25,2.5,4.5,4.0,4.5,4.75,3.0,4.0,4.0
4529,6,1,4,8,2.75,2.5,2.75,2.75,3.0,2.75,4.5,4.5,4.25,4.5,3.5,4.0,4.25
4530,6,1,4,9,2.75,2.5,2.75,2.75,3.0,2.75,4.5,4.5,4.25,4.5,3.5,4.0,4.0
4531,6,1,4,10,2.0,2.25,2.75,3.0,4.25,1.75,4.75,4.75,4.75,5.25,3.75,5.0,3.5
4532,6,1,4,11,2.5,2.75,2.5,3.0,3.75,2.5,4.25,4.25,4.75,4.75,4.5,4.25,4.5
4533,6,1,4,12,2.5,2.75,2.5,3.0,3.75,2.5,4.25,4.25,4.75,4.75,4.5,4.25,4.25
4534,6,1,4,13,2.0,2.0,3.25,2.75,4.0,2.0,4.5,4.25,5.0,4.75,4.5,5.0,3.75
4535,6,1,4,14,2.0,2.0,3.25,2.75,4.0,2.0,4.5,4.25,5.0,4.75,4.5,5.0,4.25
4536,6,2,1,1,2.5,2.75,3.25,2.75,4.0,2.25,4.5,4.25,4.5,5.0,4.0,4.5,4.0
4537,6,2,1,2,2.5,2.75,3.25,2.75,4.0,2.25,4.5,4.25,4.5,5.0,4.0,4.5,4.25
4538,6,2,1,3,2.5,2.5,2.75,2.75,3.5,2.75,3.75,3.75,4.0,4.25,4.5,4.25,4.5
4539,6,2,1,4,2.5,2.5,2.75,2.75,3.5,2.75,3.75,3.75,4.0,4.25,4.5,4.25,4.25
4540,6,2,1,5,2.0,2.75,3.25,2.25,4.5,1.75,4.75,4.5,4.75,5.25,3.75,5.0,3.25
4541,6,2,1,6,2.75,2.5,3.0,3.25,3.5,2.25,4.75,4.5,4.75,5.0,3.0,4.25,4.25
4542,6,2,1,7,3.0,2.0,2.5,3.25,3.25,2.5,4.25,3.5,4.0,4.75,2.75,3.75,4.25
4543,6,2,1,8,3.0,2.75,3.0,2.5,3.0,2.75,4.25,4.0,3.75,4.5,3.25,3.75,4.5
4544,6,2,1,9,3.0,2.75,3.0,2.5,3.0,2.75,4.25,4.0,3.75,4.5,3.25,3.75,4.25
4545,6,2,1,10,2.25,2.5,3.0,2.75,4.25,1.75,4.5,4.25,4.25,5.25,3.5,4.75,3.75
4546,6,2,1,11,2.75,3.0,2.75,2.75,3.75,2.5,4.0,3.75,4.25,4.75,4.25,4.0,4.75
4547,6,2,1,12,2.75,3.0,2.75,2.75,3.75,2.5,4.0,3.75,4.25,4.75,4.25,4.0,4.5
4548,6,2,1,13,2.25,2.25,3.5,2.5,4.0,2.0,4.25,3.75,4.5,4.75,4.25,4.75,4.0
4549,6,2,1,14,2.25,2.25,3.5,2.5,4.0,2.0,4.25,3.75,4.5,4.75,4.25,4.75,4.5
4550,6,2,2,1,2.25,2.75,3.0,3.0,4.25,2.0,4.5,4.25,4.75,5.0,4.0,4.75,3.75
4551,6,2,2,2,2.25,2.75,3.0,3.0,4.25,2.0,4.5,4.25,4.75,5.0,4.0,4.75,4.0
4552,6,2,2,3,2.25,2.5,2.5,3.0,3.75,2.5,3.75,3.75,4.25,4.25,4.5,4.5,4.25
4553,6,2,2,4,2.25,2.5,2.5,3.0,3.75,2.5,3.75,3.75,4.25,4.25,4.5,4.5,4.0
4554,6,2,2,5,1.75,2.75,3.0,2.5,4.75,1.5,4.75,4.5,5.0,5.25,3.75,5.25,3.0
4555,6,2,2,6,2.5,2.5,2.75,3.5,3.75,2.0,4.75,4.5,5.0,5.0,3.0,4.5,4.0
4556,6,2,2,7,2.75,2.0,2.25,3.5,3.5,2.25,4.25,3.5,4.25,4.75,2.75,4.0,4.0
4557,6,2,2,8,2.75,2.75,2.75,2.75,3.25,2.5,4.25,4.0,4.0,4.5,3.25,4.0,4.25
4558,6,2,2,9,2.75,2.75,2.75,2.75,3.25,2.5,4.25,4.0,4.0,4.5,3.25,4.0,4.0
4559,6,2,2,10,2.0,2.5,2.75,3.0,4.5,1.5,4.5,4.25,4.5,5.25,3.5,5.0,3.5
4560,6,2,2,11,2.5,3.0,2.5,3.0,4.0,2.25,4.0,3.75,4.5,4.75,4.25,4.25,4.5
4561,6,2,2,12,2.5,3.0,2.5,3.0,4.0,2.25,4.0,3.75,4.5,4.75,4.25,4.25,4.25
4562,6,2,2,13,2.0,2.25,3.25,2.75,4.25,1.75,4.25,3.75,4.75,4.75,4.25,5.0,3.75
4563,6,2,2,14,2.0,2.25,3.25,2.75,4.25,1.75,4.25,3.75,4.75,4.75,4.25,5.0,4.25
4564,6,2,3,1,2.5,2.5,3.25,3.0,4.0,2.5,4.5,4.5,4.5,4.75,3.75,4.5,4.0
4565,6,2,3,2,2.5,2.5,3.25,3.0,4.0,2.5,4.5,4.5,4.5,4.75,3.75,4.5,4.25
4566,6,2,3,3,2.5,2.25,2.75,3.0,3.5,3.0,3.75,4.0,4.0,4.0,4.25,4.25,4.5
4567,6,2,3,4,2.5,2.25,2.75,3.0,3.5,3.0,3.75,4.0,4.0,4.0,4.25,4.25,4.25
4568,6,2,3,5,2.0,2.5,3.25,2.5,4.5,2.0,4.75,4.75,4.75,5.0,3.5,5.0,3.25
4569,6,2,3,6,2.75,2.25,3.0,3.5,3.5,2.5,4.75,4.75,4.75,4.75,2.75,4.25,4.25
4570,6,2,3,7,3.0,1.75,2.5,3.5,3.25,2.75,4.25,3.75,4.0,4.5,2.5,3.75,4.25
4571,6,2,3,8,3.0,2.5,3.0,2.75,3.0,3.0,4.25,4.25,3.75,4.25,3.0,3.75,4.5
4572,6,2,3,9,3.0,2.5,3.0,2.75,3.0,3.0,4.25,4.25,3.75,4.25,3.0,3.75,4.25
4573,6,2,3,10,2.25,2.25,3.0,3.0,4.25,2.0,4.5,4.5,4.25,5.0,3.25,4.75,3.75
4574,6,2,3,11,2.75,2.75,2.75,3.0,3.75,2.75,4.0,4.0,4.25,4.5,4.0,4.0,4.75
4575,6,2,3,12,2.75,2.75,2.75,3.0,3.75,2.75,4.0,4.0,4.25,4.5,4.0,4.0,4.5
4576,6,2,3,13,2.25,2.0,3.5,2.75,4.0,2.25,4.25,4.0,4.5,4.5,4.0,4.75,4.0
4577,6,2,3,14,2.25,2.0,3.5,2.75,4.0,2.25,4.25,4.0,4.5,4.5,4.0,4.75,4.5
4578,6,2,4,1,2.25,2.5,3.0,3.0,4.25,2.25,4.5,4.5,4.75,4.75,3.75,4.75,3.75
4579,6,2,4,2,2.25,2.5,3.0,3.0,4.25,2.25,4.5,4.5,4.75,4.75,3.75,4.75,4.0
4580,6,2,4,3,2.25,2.25,2.5,3.0,3.75,2.75,3.75,4.0,4.25,4.0,4.25,4.5,4.25
4581,6,2,4,4,2.25,2.25,2.5,3.0,3.75,2.75,3.75,4.0,4.25,4.0,4.25,4.5,4.0
4582,6,2,4,5,1.75,2.5,3.0,2.5,4.75,1.75,4.75,4.75,5.0,5.0,3.5,5.25,3.0
4583,6,2,4,6,2.5,2.25,2.75,3.5,3.75,2.25,4.75,4.75,5.0,4.75,2.75,4.5,4.0
4584,6,2,4,7,2.75,1.75,2.25,3.5,3.5,2.5,4.25,3.75,4.25,4.5,2.5,4.0,4.0
4585,6,2,4,8,2.75,2.5,2.75,2.75,3.25,2.75,4.25,4.25,4.0,4.25,3.0,4.0,4.25
4586,6,2,4,9,2.75,2.5,2.75,2.75,3.25,2.75,4.25,4.25,4.0,4.25,3.0,4.0,4.0
4587,6,2,4,10,2.0,2.25,2.75,3.0,4.5,1.75,4.5,4.5,4.5,5.0,3.25,5.0,3.5
4588,6,2,4,11,2.5,2.75,2.5,3.0,4.0,2.5,4.0,4.0,4.5,4.5,4.0,4.25,4.5
4589,6,2,4,12,2.5,2.75,2.5,3.0,4.0,2.5,4.0,4.0,4.5,4.5,4.0,4.25,4.25
4590,6,2,4,13,2.0,2.0,3.25,2.75,4.25,2.0,4.25,4.0,4.75,4.5,4.0,5.0,3.75
4591,6,2,4,14,2.0,2.0,3.25,2.75,4.25,2.0,4.25,4.0,4.75,4.5,4.0,5.0,4.25
4592,6,3,1,1,2.75,3.0,3.5,3.0,4.0,2.5,4.25,4.0,4.25,4.75,4.25,4.5,4.0
4593,6,3,1,2,2.75,3.0,3.5,3.0,4.0,2.5,4.25,4.0,4.25,4.75,4.25,4.5,4.25
4594,6,3,1,3,2.75,2.75,3.0,3.0,3.5,3.0,3.5,3.5,3.75,4.0,4.75,4.25,4.5
4595,6,3,1,4,2.75,2.75,3.0,3.0,3.5,3.0,3.5,3.5,3.75,4.0,4.75,4.25,4.25
4596,6,3,1,5,2.25,3.0,3.5,2.5,4.5,2.0,4.5,4.25,4.5,5.0,4.0,5.0,3.25
4597,6,3,1,6,3.0,2.75,3.25,3.5,3.5,2.5,4.5,4.25,4.5,4.75,3.25,4.25,4.25
4598,6,3,1,7,3.25,2.25,2.75,3.5,3.25,2.75,4.0,3.25,3.75,4.5,3.0,3.75,4.25
4599,6,3,1,8,3.25,3.0,3.25,2.75,3.0,3.0,4.0,3.75,3.5,4.25,3.5,3.75,4.5
4600,6,3,1,9,3.25,3.0,3.25,2.75,3.0,3.0,4.0,3.75,3.5,4.25,3.5,3.75,4.25
4601,6,3,1,10,2.5,2.75,3.25,3.0,4.25,2.0,4.25,4.0,4.0,5.0,3.75,4.75,3.75
4602,6,3,1,11,3.0,3.25,3.0,3.0,3.75,2.75,3.75,3.5,4.0,4.5,4.5,4.0,4.75
4603,6,3,1,12,3.0,3.25,3.0,3.0,3.75,2.75,3.75,3.5,4.0,4.5,4.5,4.0,4.5
4604,6,3,1,13,2.5,2.5,3.75,2.75,4.0,2.25,4.0,3.5,4.25,4.5,4.5,4.75,4.0
4605,6,3,1,14,2.5,2.5,3.75,2.75,4.0,2.25,4.0,3.5,4.25,4.5,4.5,4.75,4.5
4606,6,3,2,1,2.5,3.0,3.25,3.25,4.25,2.25,4.25,4.0,4.5,4.75,4.25,4.75,3.75
4607,6,3,2,2,2.5,3.0,3.25,3.25,4.25,2.25,4.25,4.0,4.5,4.75,4.25,4.75,4.0
4608,6,3,2,3,2.5,2.75,2.75,3.25,3.75,2.75,3.5,3.5,4.0,4.0,4.75,4.5,4.25
4609,6,3,2,4,2.5,2.75,2.75,3.25,3.75,2.75,3.5,3.5,4.0,4.0,4.75,4.5,4.0
4610,6,3,2,5,2.0,3.0,3.25,2.75,4.75,1.75,4.5,4.25,4.75,5.0,4.0,5.25,3.0
4611,6,3,2,6,2.75,2.75,3.0,3.75,3.75,2.25,4.5,4.25,4.75,4.75,3.25,4.5,4.0
4612,6,3,2,7,3.0,2.25,2.5,3.75,3.5,2.5,4.0,3.25,4.0,4.5,3.0,4.0,4.0
4613,6,3,2,8,3.0,3.0,3.0,3.0,3.25,2.75,4.0,3.75,3.75,4.25,3.5,4.0,4.25
4614,6,3,2,9,3.0,3.0,3.0,3.0,3.25,2.75,4.0,3.75,3.75,4.25,3.5,4.0,4.0
4615,6,3,2,10,2.25,2.75,3.0,3.25,4.5,1.75,4.25,4.0,4.25,5.0,3.75,5.0,3.5
4616,6,3,2,11,2.75,3.25,2.75,3.25,4.0,2.5,3.75,3.5,4.25,4.5,4.5,4.25,4.5
4617,6,3,2,12,2.75,3.25,2.75,3.25,4.0,2.5,3.75,3.5,4.25,4.5,4.5,4.25,4.25
4618,6,3,2,13,2.25,2.5,3.5,3.0,4.25,2.0,4.0,3.5,4.5,4.5,4.5,5.0,3.75
4619,6,3,2,14,2.25,2.5,3.5,3.0,4.25,2.0,4.0,3.5,4.5,4.5,4.5,5.0,4.25
4620,6,3,3,1,2.75,2.75,3.5,3.25,4.0,2.75,4.25,4.25,4.25,4.5,4.0,4.5,4.0
4621,6,3,3,2,2.75,2.75,3.5,3.25,4.0,2.75,4.25,4.25,4.25,4.5,4.0,4.5,4.25
4622,6,3,3,3,2.75,2.5,3.0,3.25,3.5,3.25,3.5,3.75,3.75,3.75,4.5,4.25,4.5
4623,6,3,3,4,2.75,2.5,3.0,3.25,3.5,3.25,3.5,3.75,3.75,3.75,4.5,4.25,4.25
4624,6,3,3,5,2.25,2.75,3.5,2.75,4.5,2.25,4.5,4.5,4.5,4.75,3.75,5.0,3.25
4625,6,3,3,6,3.0,2.5,3.25,3.75,3.5,2.75,4.5,4.5,4.5,4.5,3.0,4.25,4.25
4626,6,3,3,7,3.25,2.0,2.75,3.75,3.25,3.0,4.0,3.5,3.75,4.25,2.75,3.75,4.25
4627,6,3,3,8,3.25,2.75,3.25,3.0,3.0,3.25,4.0,4.0,3.5,4.0,3.25,3.75,4.5
4628,6,3,3,9,3.25,2.75,3.25,3.0,3.0,3.25,4.0,4.0,3.5,4.0,3.25,3.75,4.25
4629,6,3,3,10,2.5,2.5,3.25,3.25,4.25,2.25,4.25,4.25,4.0,4.75,3.5,4.75,3.75
4630,6,3,3,11,3.0,3.0,3.0,3.25,3.75,3.0,3.75,3.75,4.0,4.25,4.25,4.0,4.75
4631,6,3,3,12,3.0,3.0,3.0,3.25,3.75,3.0,3.75,3.75,4.0,4.25,4.25,4.0,4.5
4632,6,3,3,13,2.5,2.25,3.75,3.0,4.0,2.5,4.0,3.75,4.25,4.25,4.25,4.75,4.0
4633,6,3,3,14,2.5,2.25,3.75,3.0,4.0,2.5,4.0,3.75,4.25,4.25,4.25,4.75,4.5
4634,6,3,4,1,2.5,2.75,3.25,3.25,4.25,2.5,4.25,4.25,4.5,4.5,4.0,4.75,3.75
4635,6,3,4,2,2.5,2.75,3.25,3.25,4.25,2.5,4.25,4.25,4.5,4.5,4.0,4.75,4.0
4636,6,3,4,3,2.5,2.5,2.75,3.25,3.75,3.0,3.5,3.75,4.0,3.75,4.5,4.5,4.25
4637,6,3,4,4,2.5,2.5,2.75,3.25,3.75,3.0,3.5,3.75,4.0,3.75,4.5,4.5,4.0
4638,6,3,4,5,2.0,2.75,3.25,2.75,4.75,2.0,4.5,4.5,4.75,4.75,3.75,5.25,3.0
4639,6,3,4,6,2.75,2.5,3.0,3.75,3.75,2.5,4.5,4.5,4.75,4.5,3.0,4.5,4.0
4640,6,3,4,7,3.0,2.0,2.5,3.75,3.5,2.75,4.0,3.5,4.0,4.25,2.75,4.0,4.0
4641,6,3,4,8,3.0,2.75,3.0,3.0,3.25,3.0,4.0,4.0,3.75,4.0,3.25,4.0,4.25
4642,6,3,4,9,3.0,2.75,3.0,3.0,3.25,3.0,4.0,4.0,3.75,4.0,3.25,4.0,4.0
4643,6,3,4,10,2.25,2.5,3.0,3.25,4.5,2.0,4.25,4.25,4.25,4.75,3.5,5.0,3.5
4644,6,3,4,11,2.75,3.0,2.75,3.25,4.0,2.75,3.75,3.75,4.25,4.25,4.25,4.25,4.5
4645,6,3,4,12,2.75,3.0,2.75,3.25,4.0,2.75,3.75,3.75,4.25,4.25,4.25,4.25,4.25
4646,6,3,4,13,2.25,2.25,3.5,3.0,4.25,2.25,4.0,3.75,4.5,4.25,4.25,5.0,3.75
4647,6,3,4,14,2.25,2.25,3.5,3.0,4.25,2.25,4.0,3.75,4.5,4.25,4.25,5.0,4.25
4648,6,4,1,1,3.0,3.25,3.75,3.25,4.0,2.75,4.0,3.75,4.0,4.5,3.75,4.25,3.75
4649,6,4,1,2,3.0,3.25,3.75,3.25,4.0,2.75,4.0,3.75,4.0,4.5,3.75,4.25,4.0
4650,6,4,1,3,3.0,3.0,3.25,3.25,3.5,3.25,3.25,3.25,3.5,3.75,4.25,4.0,4.25
4651,6,4,1,4,3.0,3.0,3.25,3.25,3.5,3.25,3.25,3.25,3.5,3.75,4.25,4.0,4.0
4652,6,4,1,5,2.5,3.25,3.75,2.75,4.5,2.25,4.25,4.0,4.25,4.75,3.5,4.75,3.0
4653,6,4,1,6,3.25,3.0,3.5,3.75,3.5,2.75,4.25,4.0,4.25,4.5,2.75,4.0,4.0
4654,6,4,1,7,3.5,2.5,3.0,3.75,3.25,3.0,3.75,3.0,3.5,4.25,2.5,3.5,4.0
4655,6,4,1,8,3.5,3.25,3.5,3.0,3.0,3.25,3.75,3.5,3.25,4.0,3.0,3.5,4.25
4656,6,4,1,9,3.5,3.25,3.5,3.0,3.0,3.25,3.75,3.5,3.25,4.0,3.0,3.5,4.0
4657,6,4,1,10,2.75,3.0,3.5,3.25,4.25,2.25,4.0,3.75,3.75,4.75,3.25,4.5,3.5
4658,6,4,1,11,3.25,3.5,3.25,3.25,3.75,3.0,3.5,3.25,3.75,4.25,4.0,3.75,4.5
4659,6,4,1,12,3.25,3.5,3.25,3.25,3.75,3.0,3.5,3.25,3.75,4.25,4.0,3.75,4.25
4660,6,4,1,13,2.75,2.75,4.0,3.0,4.0,2.5,3.75,3.25,4.0,4.25,4.0,4.5,3.75
4661,6,4,1,14,2.75,2.75,4.0,3.0,4.0,2.5,3.75,3.25,4.0,4.25,4.0,4.5,4.25
4662,6,4,2,1,2.75,3.25,3.5,3.5,4.25,2.5,4.0,3.75,4.25,4.5,3.75,4.5,3.5
4663,6,4,2,2,2.75,3.25,3.5,3.5,4.25,2.5,4.0,3.75,4.25,4.5,3.75,4.5,3.75
4664,6,4,2,3,2.75,3.0,3.0,3.5,3.75,3.0,3.25,3.25,3.75,3.75,4.25,4.25,4.0
4665,6,4,2,4,2.75,3.0,3.0,3.5,3.75,3.0,3.25,3.25,3.75,3.75,4.25,4.25,3.75
4666,6,4,2,5,2.25,3.25,3.5,3.0,4.75,2.0,4.25,4.0,4.5,4.75,3.5,5.0,2.75
4667,6,4,2,6,3.0,3.0,3.25,4.0,3.75,2.5,4.25,4.0,4.5,4.5,2.75,4.25,3.75
4668,6,4,2,7,3.25,2.5,2.75,4.0,3.5,2.75,3.75,3.0,3.75,4.25,2.5,3.75,3.75
4669,6,4,2,8,3.25,3.25,3.25,3.25,3.25,3.0,3.75,3.5,3.5,4.0,3.0,3.75,4.0
4670,6,4,2,9,3.25,3.25,3.25,3.25,3.25,3.0,3.75,3.5,3.5,4.0,3.0,3.75,3.75
4671,6,4,2,10,2.5,3.0,3.25,3.5,4.5,2.0,4.0,3.75,4.0,4.75,3.25,4.75,3.25
4672,6,4,2,11,3.0,3.5,3.0,3.5,4.0,2.75,3.5,3.25,4.0,4.25,4.0,4.0,4.25
4673,6,4,2,12,3.0,3.5,3.0,3.5,4.0,2.75,3.5,3.25,4.0,4.25,4.0,4.0,4.0
4674,6,4,2,13,2.5,2.75,3.75,3.25,4.25,2.25,3.75,3.25,4.25,4.25,4.0,4.75,3.5
4675,6,4,2,14,2.5,2.75,3.75,3.25,4.25,2.25,3.75,3.25,4.25,4.25,4.0,4.75,4.0
4676,6,4,3,1,3.0,3.0,3.75,3.5,4.0,3.0,4.0,4.0,4.0,4.25,3.5,4.25,3.75
4677,6,4,3,2,3.0,3.0,3.75,3.5,4.0,3.0,4.0,4.0,4.0,4.25,3.5,4.25,4.0
4678,6,4,3,3,3.0,2.75,3.25,3.5,3.5,3.5,3.25,3.5,3.5,3.5,4.0,4.0,4.25
4679,6,4,3,4,3.0,2.75,3.25,3.5,3.5,3.5,3.25,3.5,3.5,3.5,4.0,4.0,4.0
4680,6,4,3,5,2.5,3.0,3.75,3.0,4.5,2.5,4.25,4.25,4.25,4.5,3.25,4.75,3.0
4681,6,4,3,6,3.25,2.75,3.5,4.0,3.5,3.0,4.25,4.25,4.25,4.25,2.5,4.0,4.0
4682,6,4,3,7,3.5,2.25,3.0,4.0,3.25,3.25,3.75,3.25,3.5,4.0,2.25,3.5,4.0
4683,6,4,3,8,3.5,3.0,3.5,3.25,3.0,3.5,3.75,3.75,3.25,3.75,2.75,3.5,4.25
4684,6,4,3,9,3.5,3.0,3.5,3.25,3.0,3.5,3.75,3.75,3.25,3.75,2.75,3.5,4.0
4685,6,4,3,10,2.75,2.75,3.5,3.5,4.25,2.5,4.0,4.0,3.75,4.5,3.0,4.5,3.5
4686,6,4,3,11,3.25,3.25,3.25,3.5,3.75,3.25,3.5,3.5,3.75,4.0,3.75,3.75,4.5
4687,6,4,3,12,3.25,3.25,3.25,3.5,3.75,3.25,3.5,3.5,3.75,4.0,3.75,3.75,4.25
4688,6,4,3,13,2.75,2.5,4.0,3.25,4.0,2.75,3.75,3.5,4.0,4.0,3.75,4.5,3.75
4689,6,4,3,14,2.75,2.5,4.0,3.25,4.0,2.75,3.75,3.5,4.0,4.0,3.75,4.5,4.25
4690,6,4,4,1,2.75,3.0,3.5,3.5,4.25,2.75,4.0,4.0,4.25,4.25,3.5,4.5,3.5
4691,6,4,4,2,2.75,3.0,3.5,3.5,4.25,2.75,4.0,4.0,4.25,4.25,3.5,4.5,3.75
4692,6,4,4,3,2.75,2.75,3.0,3.5,3.75,3.25,3.25,3.5,3.75,3.5,4.0,4.25,4.0
4693,6,4,4,4,2.75,2.75,3.0,3.5,3.75,3.25,3.25,3.5,3.75,3.5,4.0,4.25,3.75
4694,6,4,4,5,2.25,3.0,3.5,3.0,4.75,2.25,4.25,4.25,4.5,4.5,3.25,5.0,2.75
4695,6,4,4,6,3.0,2.75,3.25,4.0,3.75,2.75,4.25,4.25,4.5,4.25,2.5,4.25,3.75
4696,6,4,4,7,3.25,2.25,2.75,4.0,3.5,3.0,3.75,3.25,3.75,4.0,2.25,3.75,3.75
4697,6,4,4,8,3.25,3.0,3.25,3.25,3.25,3.25,3.75,3.75,3.5,3.75,2.75,3.75,4.0
4698,6,4,4,9,3.25,3.0,3.25,3.25,3.25,3.25,3.75,3.75,3.5,3.75,2.75,3.75,3.75
4699,6,4,4,10,2.5,2.75,3.25,3.5,4.5,2.25,4.0,4.0,4.0,4.5,3.0,4.75,3.25
4700,6,4,4,11,3.0,3.25,3.0,3.5,4.0,3.0,3.5,3.5,4.0,4.0,3.75,4.0,4.25
4701,6,4,4,12,3.0,3.25,3.0,3.5,4.0,3.0,3.5,3.5,4.0,4.0,3.75,4.0,4.0
4702,6,4,4,13,2.5,2.5,3.75,3.25,4.25,2.5,3.75,3.5,4.25,4.0,3.75,4.75,3.5
4703,6,4,4,14,2.5,2.5,3.75,3.25,4.25,2.5,3.75,3.5,4.25,4.0,3.75,4.75,4.0
4704,6,5,1,1,3.0,3.25,3.75,3.25,3.75,2.75,4.25,4.0,4.25,4.75,4.5,4.25,3.75
4705,6,5,1,2,3.0,3.25,3.75,3.25,3.75,2.75,4.25,4.0,4.25,4.75,4.5,4.25,4.0
4706,6,5,1,3,3.0,3.0,3.25,3.25,3.25,3.25,3.5,3.5,3.75,4.0,5.0,4.0,4.25
4707,6,5,1,4,3.0,3.0,3.25,3.25,3.25,3.25,3.5,3.5,3.75,4.0,5.0,4.0,4.0
4708,6,5,1,5,2.5,3.25,3.75,2.75,4.25,2.25,4.5,4.25,4.5,5.0,4.25,4.75,3.0
4709,6,5,1,6,3.25,3.0,3.5,3.75,3.25,2.75,4.5,4.25,4.5,4.75,3.5,4.0,4.0
4710,6,5,1,7,3.5,2.5,3.0,3.75,3.0,3.0,4.0,3.25,3.75,4.5,3.25,3.5,4.0
4711,6,5,1,8,3.5,3.25,3.5,3.0,2.75,3.25,4.0,3.75,3.5,4.25,3.75,3.5,4.25
4712,6,5,1,9,3.5,3.25,3.5,3.0,2.75,3.25,4.0,3.75,3.5,4.25,3.75,3.5,4.0
4713,6,5,1,10,2.75,3.0,3.5,3.25,4.0,2.25,4.25,4.0,4.0,5.0,4.0,4.5,3.5
4714,6,5,1,11,3.25,3.5,3.25,3.25,3.5,3.0,3.75,3.5,4.0,4.5,4.75,3.75,4.5
4715,6,5,1,12,3.25,3.5,3.25,3.25,3.5,3.0,3.75,3.5,4.0,4.5,4.75,3.75,4.25
4716,6,5,1,13,2.75,2.75,4.0,3.0,3.75,2.5,4.0,3.5,4.25,4.5,4.75,4.5,3.75
